gene_id,seqnames,start,end,width,strand,gene_source,gene_biotype,gene_name,symbol,root,characterized,cis_eqtl,pval_eqtl,cis_sqtl,pval_sqtl,ld,xpclr,fst,HbTrop,HbTemp,Diff,function,Label
Zm00001d013392,5,10304542,10305596,1055,-,gramene,protein_coding,,,True,False,,,,,,6.43429763883333,0.178965,0.645324406146974,0.285829693925677,-0.55707595869142,Histone H2A  ,N
Zm00001d013393,5,10321806,10328605,6800,+,gramene,protein_coding,,,True,False,5-9923299,2.19648064845722E-12,,,,6.43429763883333,0.178965,0.911290624446671,0.621652909859023,-0.317832431079288,Phosphatidylinositol-3-phosphatase myotubularin-1,N
Zm00001d014308,5,40495144,40497737,2594,-,gramene,protein_coding,,,False,False,,,,,,7.53194608490203,0.2541902,NA,NA,#VALUE!,GDSL esterase/lipase EXL3,N
Zm00001d014309,5,40501751,40504609,2859,+,gramene,protein_coding,,,False,False,,,,,,7.43620851421667,0.2505207,NA,NA,#VALUE!,NA,N
Zm00001d014311,5,40576847,40577830,984,-,gramene,protein_coding,,,False,False,,,,,,8.06282244253536,0.22547075,NA,NA,#VALUE!,NA,N
Zm00001d014313,5,40589082,40591437,2356,-,gramene,protein_coding,,,False,False,,,,,,8.12007737027474,0.214018333333333,NA,NA,#VALUE!,THAUMATIN-LIKE PROTEIN 1,N
Zm00001d014483,5,49800854,49801718,865,+,gramene,protein_coding,,,False,False,,,,,,18.5327834862,0.215676833333333,NA,NA,#VALUE!,Polyribonucleotide nucleotidyltransferase 1 chloroplastic,N
Zm00001d014485,5,49842078,49843394,1317,-,gramene,protein_coding,,,False,False,,,,,,17.446392973,0.2255524,NA,NA,#VALUE!,zinc finger protein-related,N
Zm00001d014486,5,49915116,49917898,2783,+,gramene,protein_coding,,,True,False,,,5-48370488,3.03179115446844E-64,,12.9270182513,0.2597576,0.293371509075265,0.452743790714091,0.543243896250125,Phosphosulfolactate synthase-related protein  ,N
Zm00001d014487,5,49948374,49954685,6312,-,gramene,protein_coding,,,False,False,,,,,,11.375983214,0.247693545454545,NA,NA,#VALUE!,GDSL esterase/lipase ,N
Zm00001d001548,5,49993903,49994098,196,+,gramene,lincRNA,,,False,False,,,,,,9.624488104,0.223085333333333,NA,NA,#VALUE!,NA,N
Zm00001d014488,5,49999383,50001892,2510,-,gramene,protein_coding,,cl9367_1,True,False,5-48304446,1.83836099690689E-16,,,,9.624488104,0.223085333333333,0.538272017456991,0.469041692169215,-0.128615872723325,50S ribosomal protein L24 chloroplastic,N
Zm00001d014489,5,50002094,50007362,5269,+,gramene,protein_coding,,,True,False,,,5-48478976,7.92511855390368E-13,,9.17598684733333,0.2175934,NA,NA,#VALUE!,Putative beta-glucosidase 41,N
Zm00001d014490,5,50037295,50041318,4024,-,gramene,protein_coding,,,False,False,,,,,,7.7009374345,0.20518,NA,NA,#VALUE!,NA,N
Zm00001d014494,5,50230172,50230468,297,+,gramene,protein_coding,,,False,False,,,,,,8.181831731,0.265813,NA,NA,#VALUE!,NA,N
Zm00001d014495,5,50235216,50236646,1431,+,gramene,protein_coding,,,True,False,,,,,,8.181831731,0.265813,0.330554902679752,0.476361617062604,0.441096813875159,NA,N
Zm00001d014496,5,50238039,50239781,1743,-,gramene,protein_coding,,,True,False,5-48842005,9.00412798658239E-13,,,,8.181831731,0.265813,NA,NA,#VALUE!,ARM repeat superfamily protein,N
Zm00001d014497,5,50324285,50324719,435,+,gramene,protein_coding,,,True,False,5-48767987,1.38850819955944E-48,,,,13.6932484046288,0.3037076,0.939255882953814,0.57811718003541,-0.384494480654919,Transferasesfolic acid binding,N
Zm00001d014498,5,50401776,50403002,1227,+,gramene,protein_coding,stearoyl-acyl-carrier-protein desaturase7,sacd7,False,True,,,,,,11.280130267881,0.197837666666667,NA,NA,#VALUE!, sacd7;stearoyl-acyl-carrier-protein desaturase7:,N
Zm00001d014626,5,56455238,56460704,5467,-,gramene,protein_coding,,pco083390,True,False,5-54766616,2.93216676621799E-11,,,,13.6333311675,0.204326,0.641893998884065,0.287905167327581,-0.551475527379746,Ribosomal RNA processing Brix domain protein,Y
Zm00001d001559,5,56537604,56538024,421,+,gramene,lincRNA,,,False,False,,,,,,16.1837103392,0.213637444444444,NA,NA,#VALUE!,NA,N
Zm00001d014628,5,56552093,56553397,1305,+,gramene,protein_coding,Homeobox-transcription factor 42,hb42,False,False,,,,,,16.3667287855,0.219618,NA,NA,#VALUE!,Homeobox-leucine zipper protein HAT9,N
Zm00001d014650,5,57311562,57315887,4326,-,gramene,protein_coding,,,True,False,5-55806312,5.55845556450199E-10,,,,18.381476062,0.209831,NA,NA,#VALUE!,Disease resistance protein RPM1,N
Zm00001d014816,5,64424633,64426235,1603,-,gramene,protein_coding,,,False,False,,,,,,17.949020413,0.244496,NA,NA,#VALUE!,Senescence-associated protein DIN1  ,N
Zm00001d014817,5,64426433,64428053,1621,-,gramene,protein_coding,,,True,False,5-62626563,1.1696790524887E-14,,,,17.949020413,0.244496,NA,NA,#VALUE!,GDSL esterase/lipase ,N
Zm00001d014818,5,64433733,64435917,2185,-,gramene,protein_coding,,,True,False,5-62632996,2.24123923166402E-19,,,,18.4450957003333,0.2479966,0.768669982750691,0.675731899013183,-0.120907653249225,GDSL esterase/lipase ,N
Zm00001d014819,5,64524204,64525810,1607,-,gramene,protein_coding,,,False,False,,,,,,21.174259624,0.279502,NA,NA,#VALUE!,GDSL esterase/lipase ,N
Zm00001d001568,5,65399472,65399685,214,-,gramene,lincRNA,,,False,False,,,,,,14.4666474009,0.248649,NA,NA,#VALUE!,NA,N
Zm00001d014849,5,65477323,65480490,3168,-,gramene,protein_coding,,,True,False,,,,,,28.3730269643636,0.178401,0.299225235590493,0.290557887388106,-0.028965966674846,Probable galacturonosyltransferase 3,N
Zm00001d014850,5,65522898,65526275,3378,-,gramene,protein_coding,,,True,False,5-63650143,2.71692552949454E-13,5-63650676,4.02185083260876E-49,0.699887894842307,35.7207553235,0.1854806,0.094772229941948,0.333164521464617,2.51542347023695,Probable serine/threonine-protein kinase Cx32 chloroplastic,N
Zm00001d014851,5,65586571,65586642,72,-,gramene,tRNA,,,False,False,,,,,,30.4406656499,0.1872505,NA,NA,#VALUE!,NA,N
Zm00001d014852,5,65588997,65591442,2446,+,gramene,protein_coding,,,True,False,5-63768315,3.41440993817828E-25,,,,28.650967468,0.1872505,NA,NA,#VALUE!,Ser/Thr-rich protein T10 in DGCR region  ,N
Zm00001d014853,5,65591840,65593275,1436,-,gramene,protein_coding,,,True,False,5-63828540,4.60412463334375E-27,,,,27.3281619858,0.185083333333333,0.314106082503148,0.38254659075275,0.217889789666572,tRNA-splicing endonuclease subunit Sen2-2,N
Zm00001d014854,5,65593563,65593635,73,+,gramene,tRNA,,,False,False,,,,,,27.3281619858,0.185083333333333,NA,NA,#VALUE!,NA,N
Zm00001d014855,5,65594219,65594291,73,-,gramene,tRNA,,,False,False,,,,,,27.3281619858,0.185083333333333,NA,NA,#VALUE!,NA,N
Zm00001d014861,5,66011375,66012556,1182,+,gramene,protein_coding,,,True,False,,,,,,16.4836185884,0.1797125,NA,NA,#VALUE!,NA,N
Zm00001d014862,5,66015077,66024385,9309,+,gramene,protein_coding,,umc1870,True,False,5-64138883,1.2011132261929E-11,,,,16.0958785266364,0.1797125,0.043622149504984,0.048608625985242,0.114310654950377,Calcium-binding EF hand family protein,N
Zm00001d014863,5,66024695,66027984,3290,-,gramene,protein_coding,MYB-related-transcription factor 96,mybr96,False,False,,,,,,15.6258343151,0.1797125,NA,NA,#VALUE!,Protein REVEILLE 7,N
Zm00001d014880,5,66843996,66850437,6442,-,gramene,protein_coding,,,True,False,5-64872679,1.474921504508E-22,5-65143269,2.42173068351823E-11,0.01144182160589,12.9621430855,0.184199,0.905515692539897,0.744445193498036,-0.177877092985624,3'-5'-exoribonuclease family protein,N
Zm00001d014881,5,66874789,66874860,72,-,gramene,tRNA,,,False,False,,,,,,10.2026133378333,0.184199,NA,NA,#VALUE!,NA,N
ENSRNA049445818,5,66874789,66874860,72,-,Ensembl_Plants,tRNA,tRNA-Pro,,False,False,,,,,,10.2026133378333,0.184199,NA,NA,#VALUE!,NA,N
Zm00001d014888,5,67030219,67031109,891,+,gramene,protein_coding,,umc1429,True,False,5-65142918,6.04243422631695E-17,5-65143204,8.89431972223816E-17,0.226451441477348,21.34014930875,0.182118,0.703960878585072,0.366391898317186,-0.479528039891057,Snakin-2,Y
Zm00001d014889,5,67036358,67037769,1412,+,gramene,protein_coding,,,True,False,5-65145060,3.14349470341114E-31,5-65149451,1.77679295978405E-81,0.444598551394667,21.34014930875,0.182118,0.40174780304767,0.335378530138921,-0.1652013337852,NA,N
Zm00001d014890,5,67038410,67041166,2757,-,gramene,protein_coding,,,True,False,,,,,,21.34014930875,0.19636,NA,NA,#VALUE!,Transcription elongation factor (TFIIS) family protein,N
Zm00001d014893,5,67115018,67115644,627,-,gramene,protein_coding,,,False,False,,,,,,10.3084963665,0.212479888888889,NA,NA,#VALUE!,Retrovirus-related Pol polyprotein LINE-1,N
Zm00001d014894,5,67116375,67118478,2104,+,gramene,protein_coding,,,True,False,,,,,,10.3084963665,0.212479888888889,0.16615336404608,0.065731071877132,-0.604395178788541,CONTAINS InterPro DOMAIN/s: mRNA splicing factor Cwf18 (InterPro:IPR013169); Has 292 Blast hits to 292 proteins in 153 species: Archae - 0; Bacteria - 0; Metazoa - 118; Fungi - 83; Plants - 38; Viruses - 11; Other Eukaryotes - 42 (source: NCBI BLink).,N
Zm00001d014895,5,67118452,67127665,9214,-,gramene,protein_coding,,,True,False,,,,,,10.6167834538,0.2120233,NA,NA,#VALUE!,Putative integral membrane protein conserved region (DUF2404),N
Zm00001d014896,5,67129301,67133392,4092,-,gramene,protein_coding,,,True,False,,,,,,10.7604578075,0.209057909090909,NA,NA,#VALUE!,lysine ketoglutarate reductase trans-splicing-like protein,N
Zm00001d014897,5,67135128,67139444,4317,-,gramene,protein_coding,,umc1373,True,True,5-65251491,9.94847437001481E-30,,,,10.7604578075,0.2117519,0.776111741801489,0.40939879434927,-0.472500192563786,proline-rich spliceosome-associated (PSP) family protein,Y
Zm00001d014911,5,67870239,67877687,7449,-,gramene,protein_coding,,cl27615_1,True,False,5-65989835,1.05533879777664E-27,5-65988531,4.44046837586133E-47,0.513813450341267,25.4926383532222,0.1837475,0.883511025284727,0.522536977723051,-0.408567677404304,Phosphatidylinositol-4-phosphate 5-kinase 9  ,Y
Zm00001d001574,5,67919664,67923003,3340,+,gramene,lincRNA,,,False,False,,,,,,31.3475676190909,0.18688425,NA,NA,#VALUE!,NA,N
Zm00001d014912,5,67939060,67961759,22700,-,gramene,protein_coding,protein disulfide isomerase4,pdi4,True,True,5-66062011,1.24549481396953E-21,,,,27.3893784814615,0.18688425,0.866588354397088,0.474330871632186,-0.452645689010912, pdi4;protein disulfide isomerase4:,Y
Zm00001d014913,5,67955747,67957950,2204,+,gramene,protein_coding,,,False,False,,,,,,26.7985902234,0.18688425,NA,NA,#VALUE!,WAPL (Wings apart-like protein regulation of heterochromatin) protein,N
Zm00001d014914,5,68025894,68027081,1188,+,gramene,protein_coding,anthocyaninless2,,True,False,,,,,,16.7783839645714,0.1847895,0.038502954302569,0.703171543953939,17.2627945489113,Leucoanthocyanidin dioxygenase  ,N
Zm00001d014915,5,68027632,68031794,4163,-,gramene,protein_coding,,,False,False,,,,,,16.7783839645714,0.1847895,NA,NA,#VALUE!,NA,N
Zm00001d014916,5,68137035,68138114,1080,-,gramene,protein_coding,,,True,False,,,,,,23.1608633424,0.2357018,NA,NA,#VALUE!,NA,N
Zm00001d014918,5,68352282,68353706,1425,+,gramene,protein_coding,,,False,False,,,,,,16.5471519869131,0.187616333333333,NA,NA,#VALUE!,GDSL esterase/lipase EXL3,N
Zm00001d014919,5,68355566,68358555,2990,-,gramene,protein_coding,,,False,False,,,,,,16.5471519869131,0.187616333333333,NA,NA,#VALUE!,Glycerate dehydrogenase HPR peroxisomal,N
Zm00001d014920,5,68358713,68371222,12510,-,gramene,protein_coding,,pco125096,True,False,,,,,,17.2176292890146,0.1857004,NA,NA,#VALUE!,Putative hect E3 ubiquitin ligase  ,N
Zm00001d014931,5,68913684,68914742,1059,-,gramene,protein_coding,,pmei40,False,True,,,,,,20.7882610241,0.180437,NA,NA,#VALUE!,Plant invertase/pectin methylesterase inhibitor superfamily protein,N
Zm00001d014932,5,68934291,68934926,636,-,gramene,protein_coding,,pmei43,False,True,,,,,,23.6098922422,0.180437,NA,NA,#VALUE!,Pectinesterase inhibitor domain containing protein  ,N
Zm00001d014933,5,68959465,68961754,2290,+,gramene,protein_coding,,,False,False,,,,,,24.6817239940909,0.180437,NA,NA,#VALUE!,WAT1-related protein ,N
Zm00001d014964,5,70369381,70369767,387,-,gramene,protein_coding,,,False,False,,,,,,11.1455274816333,0.208412,NA,NA,#VALUE!,Zinc finger protein CONSTANS-LIKE 12,N
Zm00001d014965,5,70370353,70372492,2140,+,gramene,protein_coding,,xt9,True,True,5-68455023,1.323385631731E-15,5-68452811,9.48915734746396E-62,0.004929640053325,10.2437299924781,0.214425,0.599429252041491,0.148023712564028,-0.753058910522134,Glycosyltransferase  ,Y
Zm00001d014966,5,70373947,70376193,2247,-,gramene,protein_coding,,,True,False,,,,,,10.2437299924781,0.214425,NA,NA,#VALUE!,Pentatricopeptide repeat-containing protein ,N
Zm00001d014967,5,70442524,70460253,17730,-,gramene,protein_coding,,,True,False,5-68543198,8.15928747226507E-32,5-68086177,1.01343741264843E-23,0.121608107207147,15.4030457661667,0.232965363636364,0.719184754399803,0.632750335473087,-0.12018388654366,Helicase protein MOM1,N
Zm00001d014968,5,70459261,70463506,4246,+,gramene,protein_coding,,,True,False,5-68675889,1.34622398953432E-11,5-68556688,6.83887790014455E-54,0.000108675473684,15.9424067218182,0.232965363636364,0.320853065076992,0.15804262141626,-0.507429915377819,Alg9-like mannosyltransferase family,N
Zm00001d014969,5,70572894,70574745,1852,+,gramene,protein_coding,,,True,False,,,,,,21.5160053504,0.2394848,NA,NA,#VALUE!,Ribosomal protein L37  ,N
ENSRNA049458495,5,70573600,70573694,95,+,Ensembl_Plants,snoRNA,snoR64,,False,False,,,,,,21.5160053504,0.2394848,NA,NA,#VALUE!,NA,N
ENSRNA049458426,5,70573889,70573969,81,+,Ensembl_Plants,snoRNA,snoZ199,,False,False,,,,,,21.5160053504,0.2394848,NA,NA,#VALUE!,NA,N
Zm00001d014970,5,70576573,70577620,1048,-,gramene,protein_coding,,,False,False,,,,,,21.5160053504,0.2394848,NA,NA,#VALUE!,NA,N
Zm00001d014971,5,70577765,70581320,3556,-,gramene,protein_coding,,,True,False,5-68684818,9.76718990172976E-13,,,,20.3443073318182,0.2394848,NA,NA,#VALUE!,Leucine-rich repeat receptor-like protein kinase PXL1,N
Zm00001d001575,5,70581822,70582730,909,-,gramene,lincRNA,,,True,False,5-68684818,3.7269514852449E-13,,,,19.4810697271,0.235903666666667,0.058775431939033,0.223829382517334,2.80821331520812,NA,N
Zm00001d014972,5,70604666,70608218,3553,+,gramene,protein_coding,,pco062253a,True,False,,,,,,17.346991077875,0.232258857142857,NA,NA,#VALUE!,CGI-like protein,N
ENSRNA049458582,5,70605204,70605284,81,+,Ensembl_Plants,snoRNA,snoR160,,False,False,,,,,,17.346991077875,0.232258857142857,NA,NA,#VALUE!,NA,N
ENSRNA049458634,5,70605421,70605501,81,+,Ensembl_Plants,snoRNA,snoR160,,False,False,,,,,,17.346991077875,0.232258857142857,NA,NA,#VALUE!,NA,N
ENSRNA049458722,5,70605637,70605716,80,+,Ensembl_Plants,snoRNA,snoR160,,False,False,,,,,,17.346991077875,0.232258857142857,NA,NA,#VALUE!,NA,N
ENSRNA049458706,5,70605854,70605933,80,+,Ensembl_Plants,snoRNA,snoR160,,False,False,,,,,,17.346991077875,0.232258857142857,NA,NA,#VALUE!,NA,N
ENSRNA049458467,5,70606071,70606157,87,+,Ensembl_Plants,snoRNA,snoR160,,False,False,,,,,,17.346991077875,0.232258857142857,NA,NA,#VALUE!,NA,N
Zm00001d001591,5,87396463,87396810,348,-,gramene,lincRNA,,,False,False,,,,,,10.0344948785495,0.2000922,NA,NA,#VALUE!,NA,N
Zm00001d015381,5,87397071,87399754,2684,+,gramene,protein_coding,zea mays MADS17,zmm17,False,True,,,,,,10.0344948785495,0.2000922,NA,NA,#VALUE!," zmm17;zea mays MADS17: single copy GLOBOSA (GLO) or class B MADS box gene expressed in female infloresences, with weak expression in male infloresence (Becker 2002)",N
Zm00001d015382,5,87500416,87500745,330,-,gramene,protein_coding,,,False,False,,,,,,14.522567027,0.2905369,NA,NA,#VALUE!,NA,N
Zm00001d015383,5,87517860,87522764,4905,+,gramene,protein_coding,,pco070235b,True,False,5-85319733,5.58691445110494E-10,,,,14.5449610847778,0.2825623,0.500259560808551,0.425160046077616,-0.150121098354531,Glyceraldehyde-3-phosphate dehydrogenase%2C cytosolic  ,N
Zm00001d015384,5,87548815,87549798,984,+,gramene,protein_coding,,,False,False,,,,,,13.8909778468333,0.272856714285714,NA,NA,#VALUE!,NA,N
Zm00001d001592,5,87567509,87568439,931,+,gramene,lincRNA,,,False,False,,,,,,12.271164475,0.2668498,NA,NA,#VALUE!,NA,N
Zm00001d015500,5,94104184,94105112,929,+,gramene,protein_coding,,,False,False,,,,,,7.5353085326,0.220153666666667,NA,NA,#VALUE!,NA,N
Zm00001d015501,5,94111617,94112354,738,+,gramene,protein_coding,,,False,False,,,,,,7.6183675071,0.205988,NA,NA,#VALUE!,NA,N
Zm00001d015502,5,94150678,94151267,590,+,gramene,protein_coding,,,False,False,,,,,,7.60753255428571,0.18836075,NA,NA,#VALUE!,NA,N
ENSRNA049461913,5,94158719,94158909,191,+,Ensembl_Plants,snRNA,U2,,False,False,,,,,,7.60753255428571,0.18836075,NA,NA,#VALUE!,NA,N
Zm00001d015504,5,94160702,94167041,6340,+,gramene,protein_coding,,,True,False,5-91847576,1.568011255354E-28,5-91513867,1.24740871602703E-80,0.095762468477188,7.53557710983333,0.189994,0.82993244599927,0.564223763156229,-0.320157000878689,Protein phosphatase 2C isoform gamma  ,N
Zm00001d015505,5,94167247,94184406,17160,+,gramene,protein_coding,,,True,False,5-91850338,2.55414697056765E-26,,,,7.53557710983333,0.189994,0.145592979176494,0.342475059740696,1.35227729851955,Nucleoid-associated protein  chloroplastic,N
Zm00001d015654,5,103263345,103264414,1070,-,gramene,protein_coding,,,False,False,,,,,,7.668023227,0.218596666666667,NA,NA,#VALUE!,NA,N
Zm00001d015656,5,103458929,103463990,5062,-,gramene,protein_coding,,,True,False,,,,,,7.19407620897908,0.217406222222222,0.179001504302,0.412772421853213,1.30597180433082,Esterase/lipase/thioesterase  ,N
Zm00001d001614,5,103717536,103718865,1330,+,gramene,lincRNA,,,False,False,,,,,,8.8761431359,0.18584575,NA,NA,#VALUE!,NA,N
Zm00001d015657,5,103724521,103733837,9317,-,gramene,protein_coding,,,True,False,5-101594079,3.29108388801712E-14,,,,9.18588270727273,0.186551714285714,0.18604502393323,0.107580793930611,-0.421748608717313,Phytoene dehydrogenase-like  ,N
Zm00001d015658,5,103850842,103855288,4447,-,gramene,protein_coding,,,True,False,5-101154403,3.47174400790122E-13,5-101026385,2.09028677479449E-10,0.81125564304364,7.823343327,0.180840571428571,NA,NA,#VALUE!,Transmembrane amino acid transporter family protein,N
Zm00001d001615,5,104069945,104071398,1454,+,gramene,lincRNA,,,False,False,,,,,,7.383509056,0.185012714285714,NA,NA,#VALUE!,NA,N
Zm00001d016165,5,148099822,148110686,10865,+,gramene,protein_coding,,,True,False,,,,,,19.6431741768,0.219289333333333,NA,NA,#VALUE!,Ubiquitin carboxyl-terminal hydrolase 15,N
Zm00001d016166,5,148208167,148215925,7759,-,gramene,protein_coding,phosphoenolpyruvate carboxylase2,pep2,True,True,5-145115255,4.30190706263327E-11,,,,22.4864096365455,0.225310666666667,NA,NA,#VALUE!," pep2;phosphoenolpyruvate carboxylase2: cDNA sequence, encodes C3 enzyme in roots (Northern blot analysis)",N
Zm00001d016167,5,148251598,148253961,2364,+,gramene,protein_coding,,,False,False,,,,,,18.3376273955,0.2158875,NA,NA,#VALUE!,NA,N
Zm00001d016197,5,150295060,150299829,4770,+,gramene,protein_coding,,,True,False,5-146875016,2.60760810861006E-27,,,,12.777591483655,0.24504475,0.487452100291744,0.427830977301431,-0.122311757308317,Probable LRR receptor-like serine/threonine-protein kinase ,N
ENSRNA049460407,5,150300435,150300630,196,+,Ensembl_Plants,snRNA,U2,,False,False,,,,,,14.7364506762802,0.2524544,NA,NA,#VALUE!,NA,N
Zm00001d016198,5,150300976,150305724,4749,-,gramene,protein_coding,glutamate-oxaloacetic transaminase3,got3,True,True,5-146642599,9.39837156568384E-12,,,,14.7364506762802,0.2524544,NA,NA,#VALUE!, got3;glutamate-oxaloacetic transaminase3: electrophoretic mobility; null allele is known; mitochondrial; dimeric; intralocus hybrid bands occur,N
Zm00001d016199,5,150352205,150353890,1686,-,gramene,protein_coding,,,True,False,,,,,,20.4881639949967,0.2895851,NA,NA,#VALUE!,FAD-binding Berberine family protein,N
Zm00001d016200,5,150355001,150356922,1922,-,gramene,protein_coding,,,True,False,,,,,,20.4881639949967,0.2895851,NA,NA,#VALUE!,NA,N
zma-MIR399h,5,150363095,150363188,94,+,gramene,miRNA,,,False,False,,,,,,21.0654220310542,0.3038973,NA,NA,#VALUE!,NA,N
ENSRNA049997333,5,150363095,150363188,94,+,Ensembl_Plants,pre_miRNA,zma-MIR399h,,False,False,,,,,,21.0654220310542,0.3038973,NA,NA,#VALUE!,NA,N
zma-MIR399i,5,150372041,150372131,91,+,gramene,miRNA,,,False,False,,,,,,21.5558172713668,0.3092389,NA,NA,#VALUE!,NA,N
ENSRNA049997336,5,150372041,150372131,91,+,Ensembl_Plants,pre_miRNA,zma-MIR399i,,False,False,,,,,,21.5558172713668,0.3092389,NA,NA,#VALUE!,NA,N
Zm00001d016202,5,150380818,150382317,1500,+,gramene,protein_coding,,,False,False,,,,,,22.7662077938532,0.3136531,NA,NA,#VALUE!,E3 ubiquitin-protein ligase COP1,N
Zm00001d016203,5,150386027,150389534,3508,-,gramene,protein_coding,,,True,False,5-146939005,2.51710195558111E-62,,,,22.7662077938532,0.3136531,0.635505485487361,0.759392724529639,0.194942831921066,Actin-related protein 2/3 complex subunit 3,N
Zm00001d016204,5,150391274,150394468,3195,-,gramene,protein_coding,,,False,False,,,,,,22.3291790473041,0.3180374,NA,NA,#VALUE!,NA,N
ENSRNA049460361,5,150426221,150426331,111,+,Ensembl_Plants,pre_miRNA,mir-399,,False,False,,,,,,22.9490003915953,0.3273664,NA,NA,#VALUE!,NA,N
Zm00001d016206,5,150429683,150431718,2036,-,gramene,protein_coding,,,False,False,,,,,,22.9490003915953,0.3273664,NA,NA,#VALUE!,NA,N
Zm00001d016207,5,150432936,150435131,2196,-,gramene,protein_coding,,,True,False,5-147136145,1.08234358915987E-44,,,,22.5770216404987,0.327336111111111,0.897345395896079,0.908055859234969,0.011935719944487,Actin-related protein 2/3 complex subunit 3,N
ENSRNA049460340,5,150574429,150574539,111,+,Ensembl_Plants,pre_miRNA,mir-399,,False,False,,,,,,14.5006418743,0.287851222222222,NA,NA,#VALUE!,NA,N
Zm00001d016208,5,150578014,150578814,801,-,gramene,protein_coding,,,True,False,5-147136145,1.18642715357645E-22,,,,14.5006418743,0.287851222222222,NA,NA,#VALUE!,NA,N
Zm00001d016209,5,150581010,150581081,72,+,gramene,tRNA,,,False,False,,,,,,14.6200246147,0.2902045,NA,NA,#VALUE!,NA,N
Zm00001d016210,5,150582380,150582451,72,-,gramene,tRNA,,,False,False,,,,,,14.6200246147,0.2902045,NA,NA,#VALUE!,NA,N
Zm00001d016211,5,150582724,150584481,1758,+,gramene,protein_coding,,,False,False,,,,,,14.6200246147,0.2902045,NA,NA,#VALUE!,NA,N
Zm00001d016212,5,150587103,150594630,7528,+,gramene,protein_coding,,,False,False,,,,,,14.1511022312727,0.293169272727273,NA,NA,#VALUE!,NA,N
Zm00001d016214,5,150600170,150603876,3707,+,gramene,protein_coding,,,False,False,,,,,,14.0343809434,0.2985725,NA,NA,#VALUE!,NA,N
Zm00001d016216,5,150673357,150674317,961,+,gramene,protein_coding,,,True,False,,,5-147276825,8.47148097472466E-12,,7.979875111375,0.2502045,0.322763255458731,0.215493612808039,-0.332347752838946,NA,N
Zm00001d016223,5,151001655,151004102,2448,-,gramene,protein_coding,,,False,False,,,,,,7.2451692075,0.2198758,NA,NA,#VALUE!,G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5,N
Zm00001d016224,5,151007142,151007609,468,-,gramene,protein_coding,,,False,False,,,,,,7.2451692075,0.2198758,NA,NA,#VALUE!,NA,N
Zm00001d016225,5,151044249,151046438,2190,-,gramene,protein_coding,,,True,False,5-147577961,2.41078436968428E-09,,,,8.29638025733333,0.232986888888889,NA,NA,#VALUE!,U-box domain-containing protein 17,N
Zm00001d016227,5,151100013,151100423,411,+,gramene,protein_coding,,,False,False,,,,,,8.55200117185714,0.2444112,NA,NA,#VALUE!,F-box protein PP2-A13,N
Zm00001d016228,5,151137109,151142706,5598,-,gramene,protein_coding,,,True,False,,,,,,8.40723093925,0.23075,0.169926769426386,0.313326118720844,0.843889104574427,NHL domain-containing protein,N
Zm00001d016332,5,157723543,157726011,2469,-,gramene,protein_coding,,,True,False,5-154323490,5.12230188477421E-22,,,,10.3189075474,0.268244222222222,0.512025632721986,0.732758139715103,0.431096595339726,Probable protein phosphatase 2C 72,N
Zm00001d016333,5,157770638,157774695,4058,+,gramene,protein_coding,,,False,False,,,,,,14.0274747505,0.2604586,NA,NA,#VALUE!,40S ribosomal protein S4-3,N
Zm00001d016334,5,157888451,157892207,3757,+,gramene,protein_coding,,,False,False,,,,,,13.6746228617273,0.260587090909091,NA,NA,#VALUE!,NA,N
Zm00001d016335,5,157892199,157893392,1194,-,gramene,protein_coding,,,False,False,,,,,,13.518771002,0.2608917,NA,NA,#VALUE!,NA,N
Zm00001d001673,5,162673309,162673885,577,+,gramene,lincRNA,,,False,False,,,,,,7.87122301942857,0.197892333333333,NA,NA,#VALUE!,NA,N
Zm00001d016448,5,162679663,162684331,4669,+,gramene,protein_coding,,,False,False,,,,,,8.011599245,0.1977739,NA,NA,#VALUE!,NA,N
Zm00001d016449,5,162700728,162701620,893,+,gramene,protein_coding,,,False,False,,,,,,7.7914230703,0.1966762,NA,NA,#VALUE!,NA,N
Zm00001d016452,5,162839184,162870678,31495,+,gramene,protein_coding,,,True,False,,,,,,6.22003206466513,0.192455454545455,0.050594933732518,0.061783951247373,0.22114897064612,NA,N
Zm00001d016453,5,162925132,162927147,2016,+,gramene,protein_coding,,,False,False,,,,,,7.09721137439064,0.1862275,NA,NA,#VALUE!,Pentatricopeptide repeat-containing protein ,N
Zm00001d016471,5,163692385,163693980,1596,+,gramene,protein_coding,,,True,False,,,,,,13.5871938527143,0.245101888888889,0.174563223856586,0.195986542858672,0.122725271272983,Trans-cinnamate 4-monooxygenase,N
Zm00001d016472,5,163704722,163708772,4051,+,gramene,protein_coding,,,True,False,5-159968644,4.05611440025814E-74,5-159982599,3.49736398050363E-64,0.92169889317946,14.209575798625,0.2461439,0.718172208500607,0.552554843575677,-0.230609543177261,Polyketide cyclase/dehydrase and lipid transport superfamily protein,N
Zm00001d016473,5,163724387,163726195,1809,+,gramene,protein_coding,,,False,False,,,,,,15.4538341914813,0.2469107,NA,NA,#VALUE!, protein; Selenium binding protein-like protein,N
Zm00001d016474,5,163737281,163742365,5085,-,gramene,protein_coding,,,True,False,,,,,,16.7216317697138,0.2415542,NA,NA,#VALUE!,Probable protein phosphatase 2C 74,N
